concept_id,concept_code,concept_name,vocabulary_id,cluster
35207678,I15.8,Other secondary hypertension,ICD10CM,hypertension
35207679,I15.9,"Secondary hypertension, unspecified",ICD10CM,hypertension
35207832,I67.4,Hypertensive encephalopathy,ICD10CM,hypertension
35210518,P29.2,Neonatal hypertension,ICD10CM,hypertension
35622939,765182005,Postpartum pre-eclampsia,SNOMED,hypertension
36713024,1.62E+16,Labile systemic arterial hypertension,SNOMED,hypertension
37016726,712832005,Supine hypertension,SNOMED,hypertension
37200492,I16,Hypertensive crisis,ICD10CM,hypertension
37200493,I16.0,Hypertensive urgency,ICD10CM,hypertension
37200494,I16.1,Hypertensive emergency,ICD10CM,hypertension
37200495,I16.9,"Hypertensive crisis, unspecified",ICD10CM,hypertension
37200965,O13.4,"Gestational [pregnancy-induced] hypertension without significant proteinuria, complicating childbirth",ICD10CM,hypertension
37200966,O13.5,"Gestational [pregnancy-induced] hypertension without significant proteinuria, complicating the puerperium",ICD10CM,hypertension
37200975,O16.4,"Unspecified maternal hypertension, complicating childbirth",ICD10CM,hypertension
37200976,O16.5,"Unspecified maternal hypertension, complicating the puerperium",ICD10CM,hypertension
37208172,4.61E+14,Resistant hypertensive disorder,SNOMED,hypertension
37208293,1.08E+15,Multiple drug intolerant hypertension,SNOMED,hypertension
40481896,443482000,Hypertensive urgency,SNOMED,hypertension
42538697,762463000,Diastolic hypertension and systolic hypertension,SNOMED,hypertension
42538946,8.28E+13,Hypertension complicating pregnancy,SNOMED,hypertension
42873163,5.41E+11,"Hypertension complicating pregnancy, childbirth and the puerperium, antepartum",SNOMED,hypertension
43020424,1.33E+14,Hypertensive emergency,SNOMED,hypertension
43021830,5.50E+12,Postoperative hypertension,SNOMED,hypertension
44783643,697929007,Intermittent hypertension,SNOMED,hypertension
44783644,697930002,Labile hypertension due to being in a clinical environment,SNOMED,hypertension
44784483,698638005,Pregnancy induced hypertension with pulmonary edema,SNOMED,hypertension
44784484,698640000,Hypertension in the puerperium with pulmonary edema,SNOMED,hypertension
44809026,8.44E+14,Stage 1 hypertension (NICE - National Institute for Health and Clinical Excellence 2011),SNOMED,hypertension
44809027,8.44E+14,Severe hypertension (NICE - National Institute for Health and Clinical Excellence 2011),SNOMED,hypertension
44809548,8.46E+14,Hypertension resistant to drug therapy,SNOMED,hypertension
44809569,8.46E+14,Stage 2 hypertension (NICE - National Institute for Health and Clinical Excellence 2011),SNOMED,hypertension
44811110,8.63E+14,Nocturnal hypertension,SNOMED,hypertension
44811932,9.09E+14,Stage 1 hypertension (NICE 2011) without evidence of end organ damage,SNOMED,hypertension
44811933,9.09E+14,Stage 1 hypertension (NICE 2011) with evidence of end organ damage,SNOMED,hypertension
44821019,642.34,"Transient hypertension of pregnancy, postpartum condition or complication",ICD9CM,hypertension
44821949,401.9,Unspecified essential hypertension,ICD9CM,hypertension
44822083,642.92,"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication",ICD9CM,hypertension
44822084,642.93,"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication",ICD9CM,hypertension
44823109,401,Malignant essential hypertension,ICD9CM,hypertension
44823229,642.01,"Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, delivered, with or without mention of antepartum condition",ICD9CM,hypertension
44823230,642.72,"Pre-eclampsia or eclampsia superimposed on pre-existing hypertension, delivered, with mention of postpartum complication",ICD9CM,hypertension
44823231,642.9,"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium",ICD9CM,hypertension
44824236,405.09,Other malignant secondary hypertension,ICD9CM,hypertension
44824389,642,"Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, unspecified as to episode of care or not applicable",ICD9CM,hypertension
44824390,642.03,"Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, antepartum condition or complication",ICD9CM,hypertension
44824395,642.91,"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition",ICD9CM,hypertension
44825592,642.94,"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication",ICD9CM,hypertension
44826774,642.3,Transient hypertension of pregnancy,ICD9CM,hypertension
44827781,405.19,Other benign secondary hypertension,ICD9CM,hypertension
44827929,642.02,"Benign essential hypertension, complicating pregnancy, childbirth, and the puerperium, delivered, with mention of postpartum complication",ICD9CM,hypertension
44830210,642.04,"Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, postpartum condition or complication",ICD9CM,hypertension
44830637,997.91,"Complications affecting other specified body systems, not elsewhere classified, hypertension",ICD9CM,hypertension
44831233,405,Malignant secondary hypertension,ICD9CM,hypertension
44831235,405.1,Benign secondary hypertension,ICD9CM,hypertension
44831376,642,"Benign essential hypertension complicating pregnancy, childbirth, and the puerperium",ICD9CM,hypertension
44831562,760,Maternal hypertensive disorders affecting fetus or newborn,ICD9CM,hypertension
44832370,405,Secondary hypertension,ICD9CM,hypertension
44833556,401,Essential hypertension,ICD9CM,hypertension
44833713,642,"Hypertension complicating pregnancy, childbirth, and the puerperium",ICD9CM,hypertension
44833715,642.33,"Transient hypertension of pregnancy, antepartum condition or complication",ICD9CM,hypertension
44834715,401.1,Benign essential hypertension,ICD9CM,hypertension
44834876,642.32,"Transient hypertension of pregnancy, delivered, with mention of postpartum complication",ICD9CM,hypertension
44835925,405.99,Other unspecified secondary hypertension,ICD9CM,hypertension
44835953,437.2,Hypertensive encephalopathy,ICD9CM,hypertension
44836076,642.3,"Transient hypertension of pregnancy, unspecified as to episode of care or not applicable",ICD9CM,hypertension
44836077,642.31,"Transient hypertension of pregnancy, delivered , with or without mention of antepartum condition",ICD9CM,hypertension
44837098,405.9,Unspecified secondary hypertension,ICD9CM,hypertension
44837235,642.9,"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable",ICD9CM,hypertension
45539091,O13,Gestational [pregnancy-induced] hypertension,ICD10,hypertension
45548008,I15.8,Other secondary hypertension,ICD10,hypertension
45548703,O13.2,"Gestational [pregnancy-induced] hypertension without significant proteinuria, second trimester",ICD10CM,hypertension
45548704,O13.9,"Gestational [pregnancy-induced] hypertension without significant proteinuria, unspecified trimester",ICD10CM,hypertension
45548707,O16.3,"Unspecified maternal hypertension, third trimester",ICD10CM,hypertension
45562338,I15,Secondary hypertension,ICD10,hypertension
45563051,O13.1,"Gestational [pregnancy-induced] hypertension without significant proteinuria, first trimester",ICD10CM,hypertension
45563052,O13.3,"Gestational [pregnancy-induced] hypertension without significant proteinuria, third trimester",ICD10CM,hypertension
45563054,O16,Unspecified maternal hypertension,ICD10,hypertension
45567163,I15.9,"Secondary hypertension, unspecified",ICD10,hypertension
45572765,O16.1,"Unspecified maternal hypertension, first trimester",ICD10CM,hypertension
45577702,P29.2,Neonatal hypertension,ICD10,hypertension
45591453,I10,Essential (primary) hypertension,ICD10,hypertension
45591479,I67.4,Hypertensive encephalopathy,ICD10,hypertension
45592191,O16.2,"Unspecified maternal hypertension, second trimester",ICD10CM,hypertension
45596923,O16.9,"Unspecified maternal hypertension, unspecified trimester",ICD10CM,hypertension
45605875,I97.3,Postprocedural hypertension,ICD10CM,hypertension
45757788,4.05E+13,Postpartum pregnancy-induced hypertension,SNOMED,hypertension
45768449,706882009,Hypertensive crisis,SNOMED,hypertension
45576614,G90.01,Carotid sinus syncope,ICD10CM,syncope
766427,R05.4,Cough syncope,ICD10CM,syncope
35211391,R55,Syncope and collapse,ICD10CM,syncope
19144,T67.1,Heat syncope,ICD10CM,syncope
45551426,T67.1XXA,"Heat syncope, initial encounter",ICD10CM,syncope
45590009,T67.1XXD,"Heat syncope, subsequent encounter",ICD10CM,syncope
45570653,T67.1XXS,"Heat syncope, sequela",ICD10CM,syncope
40295289,127380002,Vasovagal syncope,SNOMED,syncope
40305111,139532000,(Disturbance of consciousness) or (faint/syncope/vasovagal symptom),SNOMED,syncope
40305113,139534004,Syncope/vasovagal faint,SNOMED,syncope
40306901,139938005,O/E - collapse - syncope,SNOMED,syncope
40316723,157724009,Heat syncope &/or collapse,SNOMED,syncope
40398860,194833001,Syncope anginosa,SNOMED,syncope
40429620,230663003,Vasodepressor syncope,SNOMED,syncope
4121811,234163005,Neurally-mediated syncope,SNOMED,syncope
4120936,234166002,Vasovagal syncope due to immersion,SNOMED,syncope
4121812,234167006,Situational syncope,SNOMED,syncope
4121813,234168001,Micturition syncope,SNOMED,syncope
4119784,234169009,Defecation syncope,SNOMED,syncope
4125001,234170005,Deglutition syncope,SNOMED,syncope
4053712,242030003,Syncope due to centrifugal force in flying,SNOMED,syncope
135360,271594007,Syncope,SNOMED,syncope
4152505,272030005,Syncope symptom,SNOMED,syncope
4152074,31457007,Effort syncope,SNOMED,syncope
4302523,386572005,Psychogenic syncope,SNOMED,syncope
4142895,427461000,Near syncope,SNOMED,syncope
4162208,432524006,Syncope due to orthostatic hypotension,SNOMED,syncope
4229670,438113009,Convulsive syncope,SNOMED,syncope
40484193,445535007,Witnessed syncope,SNOMED,syncope
4240219,58077008,Hypotensive syncope,SNOMED,syncope
36716914,723148003,Syncope due to autonomic failure,SNOMED,syncope
37312020,788877005,Cardiac syncope,SNOMED,syncope
4234105,90129003,Tussive syncope,SNOMED,syncope
35207403,G46.3,Brain stem stroke syndrome,ICD10CM,stroke
35207404,G46.4,Cerebellar stroke syndrome,ICD10CM,stroke
43530611,1.03E+14,Paralytic syndrome of both lower limbs as sequela of stroke,SNOMED,stroke
43530612,1.04E+14,Paralytic syndrome of all four limbs as sequela of stroke,SNOMED,stroke
35609033,1.08E+15,Haemorrhagic stroke,SNOMED,stroke
4006295,111297002,Nonparalytic stroke,SNOMED,stroke
606048,1142056004,Neonatal ischemic stroke,SNOMED,stroke
4023571,116288000,Paralytic stroke,SNOMED,stroke
43530669,1.41E+14,Ischemic stroke with coma,SNOMED,stroke
43530670,1.41E+14,Ischemic stroke without coma,SNOMED,stroke
40323975,155405006,(Cerebral infarct) or (cerebrovascular accident) or (undefined stroke/CVA) or (stroke NOS),SNOMED,stroke
761790,1.60E+16,Nonpyogenic cerebral venous thrombosis with stroke,SNOMED,stroke
761791,1.60E+16,Left cerebellar artery thrombosis with stroke,SNOMED,stroke
761793,1.60E+16,Left posterior cerebral artery thrombosis with stroke,SNOMED,stroke
761794,1.60E+16,Right vertebral artery embolism with stroke,SNOMED,stroke
761795,1.60E+16,Left vertebral artery embolism with stroke,SNOMED,stroke
761796,1.60E+16,Right carotid artery embolism with stroke,SNOMED,stroke
761797,1.60E+16,Left carotid artery embolism with stroke,SNOMED,stroke
761798,1.60E+16,Basilar artery embolism with stroke,SNOMED,stroke
36716999,1.64E+16,Cerebellar stroke,SNOMED,stroke
603326,1.69E+16,Cryptogenic stroke,SNOMED,stroke
40392729,195188006,Cerebral arterial occlusion(&[cerebrovascular accident due to] or [stroke due to]) or (cerebral infarction),SNOMED,stroke
40392752,195208004,CVA - cerebrovascular accident (& unspecified [& stroke]),SNOMED,stroke
4111710,195212005,Brainstem stroke syndrome,SNOMED,stroke
4046363,230713003,Stroke of uncertain pathology,SNOMED,stroke
4045747,230714009,Anterior circulation stroke of uncertain pathology,SNOMED,stroke
4045748,230715005,Posterior circulation stroke of uncertain pathology,SNOMED,stroke
4045755,230739000,Spinal cord stroke,SNOMED,stroke
3571292,2.49E+14,Stroke/transient ischaemic attack monitoring telephone invitation,SNOMED,stroke
4099974,25133001,Completed stroke,SNOMED,stroke
4148904,270883006,Stroke and cerebrovascular accident unspecified,SNOMED,stroke
4168056,275434003,Stroke in the puerperium,SNOMED,stroke
4102412,299403002,Stroke test positive,SNOMED,stroke
4193582,313267000,Stroke NOS,SNOMED,stroke
762339,3.29E+14,Right anterior cerebral artery embolism with stroke,SNOMED,stroke
762340,3.29E+14,Left anterior cerebral artery embolism with stroke,SNOMED,stroke
762345,3.30E+14,Left vertebral artery thrombosis with stroke,SNOMED,stroke
4159140,371040005,Thrombotic stroke,SNOMED,stroke
4153352,371041009,Embolic stroke,SNOMED,stroke
4159152,371121002,Neonatal stroke,SNOMED,stroke
4189462,373606000,Occlusive stroke,SNOMED,stroke
4211509,413758000,Cardioembolic stroke,SNOMED,stroke
4310996,422504002,Ischemic stroke,SNOMED,stroke
36684840,4.58E+14,Acute stroke,SNOMED,stroke
44782781,4.86E+13,Hemiplegia and/or hemiparesis following stroke,SNOMED,stroke
4238315,57981008,Progressing stroke,SNOMED,stroke
36716757,722929005,Perinatal arterial ischemic stroke,SNOMED,stroke
37110237,724424009,Cerebral ischemic stroke due to small artery occlusion,SNOMED,stroke
37110238,724425005,Cerebral ischemic stroke due to intracranial large artery atherosclerosis,SNOMED,stroke
37110239,724426006,Cerebral ischemic stroke due to extracranial large artery atherosclerosis,SNOMED,stroke
37110241,724429004,Stroke co-occurrent with migraine,SNOMED,stroke
37110678,724993002,Cerebral ischemic stroke due to occlusion of extracranial large artery,SNOMED,stroke
37110679,724994008,Cerebral ischemic stroke due to stenosis of extracranial large artery,SNOMED,stroke
37110765,725132001,Ischemic stroke without residual deficits,SNOMED,stroke
37312017,788880006,Cerebral ischemic stroke due to dissection of artery,SNOMED,stroke
37312016,788881005,Cerebral ischemic stroke due to aortic arch embolism,SNOMED,stroke
37312015,788882003,Cerebral ischemic stroke due to global hypoperfusion with watershed infarct,SNOMED,stroke
37312014,788883008,Cerebral ischemic stroke due to hypercoagulable state,SNOMED,stroke
37312013,788884002,Cerebral ischemic stroke due to subarachnoid hemorrhage,SNOMED,stroke
43531605,9.90E+12,Occlusion of cerebral artery with stroke,SNOMED,stroke
45548032,I64,"Stroke, not specified as haemorrhage or infarction",ICD10,stroke
1569170,I48,Atrial fibrillation and flutter,ICD10CM,atrial_fibrillation
35207784,I48.0,Paroxysmal atrial fibrillation,ICD10CM,atrial_fibrillation
35207785,I48.1,Persistent atrial fibrillation,ICD10CM,atrial_fibrillation
1553751,I48.11,Longstanding persistent atrial fibrillation,ICD10CM,atrial_fibrillation
1553752,I48.19,Other persistent atrial fibrillation,ICD10CM,atrial_fibrillation
1569171,I48.2,Chronic atrial fibrillation,ICD10CM,atrial_fibrillation
1553753,I48.20,"Chronic atrial fibrillation, unspecified",ICD10CM,atrial_fibrillation
1553754,I48.21,Permanent atrial fibrillation,ICD10CM,atrial_fibrillation
1569174,I48.9,Unspecified atrial fibrillation and atrial flutter,ICD10CM,atrial_fibrillation
45576876,I48.91,Unspecified atrial fibrillation,ICD10CM,atrial_fibrillation
605092,1010405004,Paroxysmal atrial fibrillation with rapid ventricular response,SNOMED,atrial_fibrillation
42689664,1.07E+15,Atrial fibrillation detected,SNOMED,atrial_fibrillation
44782442,1.20E+14,Atrial fibrillation with rapid ventricular response,SNOMED,atrial_fibrillation
40297771,142049000,ECG: atrial fibrillation,SNOMED,atrial_fibrillation
40323929,155364009,(Atrial fibrillation) or (atrial flutter),SNOMED,atrial_fibrillation
4108242,195082009,Atrial fibrillation and flutter NOS,SNOMED,atrial_fibrillation
44788803,1.96E+14,Atrial fibrillation resolved,SNOMED,atrial_fibrillation
4119601,233910005,Lone atrial fibrillation,SNOMED,atrial_fibrillation
4119602,233911009,Non-rheumatic atrial fibrillation,SNOMED,atrial_fibrillation
4117112,300996004,Controlled atrial fibrillation,SNOMED,atrial_fibrillation
4199501,314208002,Rapid atrial fibrillation,SNOMED,atrial_fibrillation
4139517,426814001,Transient cerebral ischemia due to atrial fibrillation,SNOMED,atrial_fibrillation
313217,49436004,Atrial fibrillation,SNOMED,atrial_fibrillation
42539346,762247006,Preexcited atrial fibrillation,SNOMED,atrial_fibrillation
35207781,I47.1,Supraventricular tachycardia,ICD10CM,ventricular_arrhythmias
35207782,I47.2,Ventricular tachycardia,ICD10CM,ventricular_arrhythmias
37402490,I47.20,"Ventricular tachycardia, unspecified",ICD10CM,ventricular_arrhythmias
37402504,I47.29,Other ventricular tachycardia,ICD10CM,ventricular_arrhythmias
40297778,142055005,ECG: ventricular tachycardia,SNOMED,ventricular_arrhythmias
40323928,155363003,Supraventricular tachycardia (& [paroxysmal] or [paroxysmal artrial]),SNOMED,ventricular_arrhythmias
40323935,155370003,Ventricular tachycardia (& [paroxysmal]),SNOMED,ventricular_arrhythmias
609068,1.64E+16,Supraventricular tachycardia following acute myocardial infarction,SNOMED,ventricular_arrhythmias
4064871,164895002,EKG: ventricular tachycardia,SNOMED,ventricular_arrhythmias
4108241,195070000,Paroxysmal atrioventricular tachycardia,SNOMED,ventricular_arrhythmias
4111548,195074009,Paroxysmal supraventricular tachycardia NOS,SNOMED,ventricular_arrhythmias
40392256,195075005,Ventricular tachycardia (& [paroxysmal]),SNOMED,ventricular_arrhythmias
4111701,195104006,Supraventricular tachycardia NOS,SNOMED,ventricular_arrhythmias
44782707,2.14E+13,Nonsustained paroxysmal ventricular tachycardia,SNOMED,ventricular_arrhythmias
4124699,233897008,Re-entrant atrioventricular tachycardia,SNOMED,ventricular_arrhythmias
4120085,233900001,Supraventricular tachycardia with functional bundle branch block,SNOMED,ventricular_arrhythmias
4119599,233905006,Ventricular tachycardia with normal heart,SNOMED,ventricular_arrhythmias
4124703,233906007,Familial ventricular tachycardia,SNOMED,ventricular_arrhythmias
4121482,233907003,Induced ventricular tachycardia,SNOMED,ventricular_arrhythmias
4119600,233908008,Incessant infant ventricular tachycardia,SNOMED,ventricular_arrhythmias
4121483,233909000,Right ventricular outflow tract ventricular tachycardia,SNOMED,ventricular_arrhythmias
3554265,2.42E+14,ECG: paroxysmal ventricular tachycardia,SNOMED,ventricular_arrhythmias
4088348,251156000,Wide QRS ventricular tachycardia,SNOMED,ventricular_arrhythmias
4088982,251157009,Narrow QRS ventricular tachycardia,SNOMED,ventricular_arrhythmias
4091900,251158004,"Ventricular tachycardia, monomorphic",SNOMED,ventricular_arrhythmias
4088349,251159007,"Ventricular tachycardia, polymorphic",SNOMED,ventricular_arrhythmias
4088501,251160002,"Ventricular tachycardia, polymorphic without Q-T prolongation",SNOMED,ventricular_arrhythmias
4103295,25569003,Ventricular tachycardia,SNOMED,ventricular_arrhythmias
40345196,266305002,Supraventricular tachycardia (& [paroxysmal] or [paroxysmal artrial]),SNOMED,ventricular_arrhythmias
4081675,278482008,Atrioventricular tachycardia,SNOMED,ventricular_arrhythmias
44791632,2.98E+14,Electrocardiogram shows paroxysmal supraventricular tachycardia,SNOMED,ventricular_arrhythmias
4233619,405806007,Pulseless ventricular tachycardia,SNOMED,ventricular_arrhythmias
4305862,418872003,Fascicular ventricular tachycardia,SNOMED,ventricular_arrhythmias
4303238,419671004,Catecholaminergic polymorphic ventricular tachycardia,SNOMED,ventricular_arrhythmias
4143407,425856008,ECG: paroxysmal ventricular tachycardia,SNOMED,ventricular_arrhythmias
4139206,426525004,Sustained ventricular tachycardia,SNOMED,ventricular_arrhythmias
4145510,426761007,EKG: supraventricular tachycardia,SNOMED,ventricular_arrhythmias
40484036,442559009,Bundle branch reentrant ventricular tachycardia,SNOMED,ventricular_arrhythmias
40480274,444658006,Nonsustained ventricular tachycardia,SNOMED,ventricular_arrhythmias
43022053,462169004,Fetal supraventricular tachycardia with short ventriculoatrial interval,SNOMED,ventricular_arrhythmias
43021733,462170003,Fetal supraventricular tachycardia with long ventriculoatrial interval,SNOMED,ventricular_arrhythmias
44782789,5.76E+12,Nonsustained paroxysmal supraventricular tachycardia,SNOMED,ventricular_arrhythmias
3535316,6.04E+14,Supraventricular tachycardia NOS,SNOMED,ventricular_arrhythmias
4275423,6456007,Supraventricular tachycardia,SNOMED,ventricular_arrhythmias
3538201,6.46E+14,Paroxysmal supraventricular tachycardia NOS,SNOMED,ventricular_arrhythmias
437579,66657009,Paroxysmal ventricular tachycardia,SNOMED,ventricular_arrhythmias
317893,67198005,Paroxysmal supraventricular tachycardia,SNOMED,ventricular_arrhythmias
45771051,708124001,Recurrent ventricular tachycardia,SNOMED,ventricular_arrhythmias
37017188,713420008,EKG ventricular tachycardia polymorphic,SNOMED,ventricular_arrhythmias
37017189,713421007,EKG ventricular tachycardia monomorphic,SNOMED,ventricular_arrhythmias
44835941,427,Paroxysmal supraventricular tachycardia,ICD9CM,ventricular_arrhythmias
44821956,427.1,Paroxysmal ventricular tachycardia,ICD9CM,ventricular_arrhythmias
1414245,I49.802,Ventricular arrhythmias (machine translation),ICD10CN,ventricular_arrhythmias
1569172,I48.3,Typical atrial flutter,ICD10CM,atrial_flutter
1569173,I48.4,Atypical atrial flutter,ICD10CM,atrial_flutter
45572094,I48.92,Unspecified atrial flutter,ICD10CM,atrial_flutter
40297772,142050000,ECG: atrial flutter,SNOMED,atrial_flutter
4065288,164890007,EKG: atrial flutter,SNOMED,atrial_flutter
4137382,425615007,Chronic atrial flutter,SNOMED,atrial_flutter
4146580,427665004,Paroxysmal atrial flutter,SNOMED,atrial_flutter
314665,5370000,Atrial flutter,SNOMED,atrial_flutter
37395937,715560009,Idiopathic neonatal atrial flutter,SNOMED,atrial_flutter
40631039,81216002,Atrial flutter-fibrillation,SNOMED,atrial_flutter
3554255,2.41E+14,ECG: ectopic beats - premature atrial contraction,SNOMED,premature_atrial_or_ventricular_contractions
3565780,2.42E+14,ECG: premature atrial contractions,SNOMED,premature_atrial_or_ventricular_contractions
4088984,251170000,Blocked premature atrial contraction,SNOMED,premature_atrial_or_ventricular_contractions
4109365,284470004,Premature atrial contraction,SNOMED,premature_atrial_or_ventricular_contractions
3570808,2.41E+14,ECG: ectopic beats - multifocal premature ventricular contractions,SNOMED,premature_atrial_or_ventricular_contractions
3569528,2.41E+14,ECG: ectopic beats - unifocal premature ventricular contractions,SNOMED,premature_atrial_or_ventricular_contractions
3554267,2.42E+14,ECG: premature ventricular contractions,SNOMED,premature_atrial_or_ventricular_contractions
4145524,427581001,ECG: ectopic beats with multifocal premature ventricular contractions,SNOMED,premature_atrial_or_ventricular_contractions
45571465,B33.23,Viral pericarditis,ICD10CM,pericarditis
1569153,I30,Acute pericarditis,ICD10CM,pericarditis
